설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
수암상가시장	전체	울산광역시	남구	서민·복지시설	SKT	public wifi free	18-Jan	울산광역시 남구 수암로 116번길 6	울산광역시 남구 신정동 854	울산광역시 남구청	052-226-5381	35.5278785	129.3196032	2018-01-02
수암동 주민센터	전체	울산광역시	남구	관공서	SKT	public wifi free	18-Jan	울산광역시 남구 중앙로 32	울산광역시 남구 야음동 719-5	울산광역시 남구청	052-226-5381	35.5244626	129.3184513	2018-01-02
선암호수노인복지관	전체	울산광역시	남구	서민·복지시설	SKT	public wifi free	18-Jan	울산광역시 남구 선암호수길 150	울산광역시 남구 선암동 526	울산광역시 남구청	052-226-5381	35.5150162	129.3189219	2018-01-02
선암동 출장소	전체	울산광역시	남구	관공서	SKT	public wifi free	18-Jan	울산광역시 남구 두왕로174번길59	울산광역시 남구 선암동 628-1	울산광역시 남구청	052-226-5381	35.5161147	129.3156415	2018-01-02
삼호동 주민센터	전체	울산광역시	남구	관공서	SKT	public wifi free	18-Jan	울산광역시 남구 삼호로 15	울산광역시 남구 무거동 1443-1	울산광역시 남구청	052-226-5381	35.5500016	129.2660089	2018-01-02
무거동 주민센터	전체	울산광역시	남구	관공서	SKT	public wifi free	18-Jan	울산광역시 남구 대학로 147번길 38	울산광역시 남구 무거동 1522-2	울산광역시 남구청	052-226-5381	35.5509531	129.2606969	2018-01-02
대현동 주민센터	전체	울산광역시	남구	관공서	SKT	public wifi free	18-Jan	울산광역시 남구 수암로 182	울산광역시 남구 야음동 675-4	울산광역시 남구청	052-226-5381	35.5265278	129.3268071	2018-01-02
달동 주민센터	전체	울산광역시	남구	관공서	SKT	public wifi free	18-Jan	울산광역시 남구 돋질로 92번길 28	울산광역시 남구 달동 864-3	울산광역시 남구청	052-226-5381	35.5363646	129.3077852	2018-01-02
느티나무 작은도서관	관리사무소 2층	경상남도	사천시	서민·복지시설	서경방송				경상남도 사천시 용강동 837-1번지	경상남도 사천시청	055-831-2317	34.944487	128.088425	2018-01-01
동강아뜨리에 작은도서관	도서관 내부	경상남도	사천시	서민·복지시설	서경방송				경상남도 사천시 용현면 신복리 7-1번지	경상남도 사천시청	055-831-2317	35.045931	128.073775	2018-01-01
다문화작은도서관	도서관 내부	경상남도	사천시	서민·복지시설	서경방송				경상남도 사천시 정동면 고읍리 600-1번지	경상남도 사천시청	055-831-2317	35.073689	128.083872	2018-01-01
진사주공 작은도서관	도서관 내부	경상남도	사천시	서민·복지시설	서경방송				경상남도 사천시 사남면 월성리 450번지	경상남도 사천시청	055-831-2317	35.062538	128.065985	2018-01-01
이안애 작은도서관	도서관 내부	경상남도	사천시	서민·복지시설	서경방송				경상남도 사천시 사천읍 구암리 524번지	경상남도 사천시청	055-831-2317	35.087451	128.113551	2018-01-01
큰꿈작은도서관	도서관 내부	경상남도	사천시	서민·복지시설	서경방송				경상남도 사천시 서동 176-5번지	경상남도 사천시청	055-831-2317	34.929461	128.065883	2018-01-01
꿈크루작은도서관	도서관 내부	경상남도	사천시	서민·복지시설	서경방송			경상남도 사천시 사남면 조동길 49-43		경상남도 사천시청	055-831-2317	35.061359	128.069173	2018-01-01
항공우주테마공원	중앙 급수대 가로등 상단	경상남도	사천시	서민·복지시설	KT				경상남도 사천시 정동면 예수리 440	경상남도 사천시청	055-831-2317	35.069187	128.085729	2018-01-01
망 산 공 원	남동발전 방향 화장실 앞 방범카메라 폴	경상남도	사천시	편의시설	KT			경상남도 사천시 선구2길 52-1		경상남도 사천시청	055-831-2317	34.931481	128.072991	2018-01-01
인사동길	인사동길 7	서울특별시	종로구	관광	서울특별시	공공WiFi	15-Dec	서울특별시 종로구 인사동길 7		서울특별시청	02-2133-2864	37.5714477	126.9845106	2017-10-24
노 산 공 원	방재삼 문학관 앞 가로등 폴	경상남도	사천시	편의시설	KT			경상남도 사천시 노산공원길 74		경상남도 사천시청	055-831-2317	34.924681	128.074366	2018-01-01
동 서 공 원	재난 안전 스피커 폴	경상남도	사천시	편의시설	KT				경상남도 사천시 서동 353	경상남도 사천시청	055-831-2317	34.927773	128.064901	2018-01-01
통 창 공 원	방범카메라 폴	경상남도	사천시	편의시설	KT				경상남도 사천시 동금동 236	경상남도 사천시청	055-831-2317	34.929411	128.080533	2018-01-01
미 관 광 장	가로등 폴	경상남도	사천시	편의시설	KT				경상남도 사천시 사남면 초전리 1989	경상남도 사천시청	055-831-2317	35.058122	128.040552	2018-01-01
곤명생태학습체험장	CCTV 폴	경상남도	사천시	교육시설	KT				경상남도 사천시 곤명면 신흥리 1010	경상남도 사천시청	055-831-2317	35.133335	127.980549	2018-01-01
사천향교	관리실 내부	경상남도	사천시	지역문화시설	KT			경상남도 사천시 사천읍 향교로 25		경상남도 사천시청	055-831-2317	35.085875	128.100923	2018-01-01
곤양향교	관리실 내부	경상남도	사천시	지역문화시설	KT			경상남도 사천시 곤양면 향교길 43-31		경상남도 사천시청	055-831-2317	35.061047	127.968918	2018-01-01
조명군총	관리실 내부	경상남도	사천시	지역문화시설	KT				경상남도 사천시 용현면 선진리 402	경상남도 사천시청	055-831-2317	35.041461	128.047751	2018-01-01
무형문화재전수관	가산오광 건물 외벽	경상남도	사천시	지역문화시설	KT				경상남도 사천시 용현면 선진리 860	경상남도 사천시청	055-831-2317	35.042632	128.044058	2018-01-01
선진공원 공연장	공연장 무대 기둥 양옆	경상남도	사천시	지역문화시설	KT				경상남도 사천시 용현면 선진리 771	경상남도 사천시청	055-831-2317	35.043292	128.041877	2018-01-01
항공우주박물관 관광안내소	안내소 처마	경상남도	사천시	관광	서경방송			경상남도 사천시 사남면 공단1로 78번지		경상남도 사천시청	055-831-2317	35.071441	128.062902	2018-01-01
남일대해수욕장	해양구조대 앞 전주	경상남도	사천시	관광	서경방송				경상남도 사천시 향촌동 710-1	경상남도 사천시청	055-831-2317	34.927078	128.097584	2018-01-01
삼천포대교공원음악분수대	관리실 앞 방범카메라 폴	경상남도	사천시	관광	서경방송			경상남도 사천시 사천대로 29		경상남도 사천시청	055-831-2317	34.932329	128.051071	2018-01-01
삼천포종합운동장(실내)	사무실 내부	경상남도	사천시	편의시설	기존				경상남도 사천시 벌리동 332-1	경상남도 사천시청	055-831-2317	34.941968	128.091351	2018-01-01
사천성가족상담센터	(어린이집 2층) 상담센터 강의실	경상남도	사천시	서민·복지시설	KT			경상남도 사천시 사천읍 수양로 126		경상남도 사천시청	055-831-2317	35.088121	128.096813	2018-01-01
사천지역자활센터	2층 사무실 내부	경상남도	사천시	서민·복지시설	KT			경상남도 사천시 사천읍 진삼로 1317-13		경상남도 사천시청	055-831-2317	35.071224	128.079011	2018-01-01
사천시장애인보호작업장	2층 작업장 복도	경상남도	사천시	서민·복지시설	KT			경상남도 사천시 용현면 진삼로 447		경상남도 사천시청	055-831-2317	34.996625	128.059934	2018-01-01
합 심 원	본관 복도	경상남도	사천시	서민·복지시설	KT				경상남도 사천시 이홀동 172-3번지	경상남도 사천시청	055-831-2317	34.960055	128.131691	2018-01-01
삼한노인대학	식당내부	경상남도	사천시	서민·복지시설	서경방송			경상남도 사천시 새동네1길 72		경상남도 사천시청	055-831-2317	34.934534	128.071563	2018-01-01
농업인교육장	교육장 내부	경상남도	사천시	교육시설	서경방송			경상남도 사천시 용현면 진삼로 902		경상남도 사천시청	055-831-2317	35.037316	128.067882	2018-01-01
온천2동주민센터	온천2동주민센터 민원실	부산광역시	동래구	관공서	KT	dongrae13	10-Dec	부산광역시 동래구 충렬대로107번길 28	부산광역시 동래구 온천2동 707-3	동래구청 재무과	051-550-4171	35.207981	129.07302	2018-02-13
온천1동주민센터	온천1동주민센터 민원실	부산광역시	동래구	관공서	KT	dongrae10	10-Dec	부산광역시 동래구 금강로 127	부산광역시 동래구 온천1동 221-1	동래구청 재무과	051-550-4171	35.220078	129.080128	2018-02-13
명륜동주민센터	명륜동주민센터 민원실	부산광역시	동래구	관공서	KT	dongrae09	10-Dec	부산광역시 동래구 명륜로207번길 26	부산광역시 동래구 명륜동 700-200	동래구청 재무과	051-550-4171	35.212492	129.081521	2018-02-13
복산동주민센터	복산동주민센터 민원실	부산광역시	동래구	관공서	KT	dongrae08	10-Dec	부산광역시 동래구 복천로 1	부산광역시 동래구 복천동 462-2	동래구청 재무과	051-550-4171	35.205829	129.086096	2018-02-13
수민동주민센터	수민동주민센터 민원실	부산광역시	동래구	관공서	KT	dongrae07	10-Dec	부산광역시 동래구 온천천로339번길 48	부산광역시 동래구 낙민동 135-10	동래구청 재무과	051-550-4171	35.19601	129.091035	2018-02-13
동래문화회관	문화회관 대강당	부산광역시	동래구	관공서	KT	dongrae06	10-Dec	부산광역시 동래구 문화로 80 동래문화회관	부산광역시 동래구 명륜동 137	동래구청 재무과	051-550-4171	35.211991	129.090367	2018-02-13
보건소	보건소	부산광역시	동래구	관공서	KT	dongrae05	10-Dec	부산광역시 동래구 명륜로187번길 56	부산광역시 동래구 명륜동 702-54	동래구청 재무과	051-550-4171	35.211366	129.079877	2018-02-13
동래구청	건축과	부산광역시	동래구	관공서	KT	dongrae04	10-Dec	부산광역시 동래구 명륜로94번길 55	부산광역시 동래구 복천동 381	동래구청 재무과	051-550-4171	35.205019	129.083626	2018-02-13
동래구청	복지과	부산광역시	동래구	관공서	KT	dongrae03	10-Dec	부산광역시 동래구 명륜로94번길 55	부산광역시 동래구 복천동 381	동래구청 재무과	051-550-4171	35.205019	129.083626	2018-02-13
동래구청	토지정보과	부산광역시	동래구	관공서	KT	dongrae02	10-Dec	부산광역시 동래구 명륜로94번길 55	부산광역시 동래구 복천동 381	동래구청 재무과	051-550-4171	35.205019	129.083626	2018-02-13
동래구청	민원여권과	부산광역시	동래구	관공서	KT	dongrae01	10-Dec	부산광역시 동래구 명륜로94번길 55	부산광역시 동래구 복천동 381	동래구청 재무과	051-550-4171	35.205019	129.083626	2018-02-13
달성군장애인복지관	복지시설內	대구광역시	달성군	서민·복지시설	LGU+	public wifi		대구광역시 달성군 논공읍 논공로 242		대구광역시 달성군청	053-668-2473	35.7233173	128.4545652	2018-01-31
행복울타리	복지시설內	대구광역시	달성군	서민·복지시설	자체설치	public wifi		대구광역시 달성군 화원읍 성천로 39		대구광역시 달성군청	053-668-2473	35.8018248	128.4874588	2018-01-31
달성군장애인재활자립작업장	복지시설內	대구광역시	달성군	서민·복지시설	자체설치	public wifi		대구광역시 달성군 논공읍 논공로 242		대구광역시 달성군청	053-668-2473	35.7233173	128.4545652	2018-01-31
달성군노인복지관	사무실	대구광역시	달성군	서민·복지시설	LGU+	public wifi		대구광역시 달성군 옥포면 옥포로 13		대구광역시 달성군청	053-668-2473	35.7888974	128.4717664	2018-01-31
달성문화원	사무실	대구광역시	달성군	지역문화시설	LGU+	public wifi		대구광역시 달성군 현풍면 현풍동로 92		대구광역시 달성군청	053-668-2473	35.6988635	128.4519976	2018-01-31
한일우호관	사무실	대구광역시	달성군	지역문화시설	LGU+	public wifi		대구광역시 달성군 가창면 우록길 206		대구광역시 달성군청	053-668-2473	35.7226391	128.6465416	2018-01-31
달성군청소년센터	사무실	대구광역시	달성군	서민·복지시설	LGU+	public wifi		대구광역시 달성군 논공읍 논공로 252		대구광역시 달성군청	053-668-2473	35.7238941	128.4550625	2018-01-31
달성군민체육센터	체육센터內	대구광역시	달성군	편의시설	LGU+	public wifi		대구광역시 달성군 논공읍 달성군청로 33		대구광역시 달성군청	053-668-2473	35.7745414	128.4313244	2018-01-31
달성군청 도서관	도서관	대구광역시	달성군	교육시설	LGU+	public wifi		대구광역시 달성군 현풍면 현풍동로 180		대구광역시 달성군청	053-668-2473	35.6967705	128.4476967	2018-01-31
화원도서관	도서관	대구광역시	달성군	교육시설	LGU+	public wifi		대구광역시 달성군 화원읍 비슬로 2594		대구광역시 달성군청	053-668-2473	35.803907	128.500813	2018-01-31
달성군청 민원실	민원실	대구광역시	달성군	관공서	LGU+	public wifi		대구광역시 달성군 논공읍 달성군청로 33		대구광역시 달성군청	053-668-2473	35.7745414	128.4313244	2018-01-31
화원읍사무소	민원실	대구광역시	달성군	관공서	LGU+	public wifi		대구광역시 달성군 화원읍 비슬로 2594		대구광역시 달성군청	053-668-2473	35.803907	128.500813	2018-01-31
달성군종합사회복지관	사무실	대구광역시	달성군	서민·복지시설	LGU+	public wifi		대구광역시 달성군 논공읍 논공로 697-9		대구광역시 달성군청	053-668-2473	35.7303037	128.4519198	2018-01-31
